2025-08-22 08:49:33,838 | INFO    | scraper.cli          | Email scraper starting
2025-08-22 08:49:33,840 | INFO    | scraper.cli          | Input file: test_input.xlsx
2025-08-22 08:49:33,840 | INFO    | scraper.cli          | Output file: results.xlsx
2025-08-22 08:49:33,840 | INFO    | scraper.cli          | Workers: 16
2025-08-22 08:49:33,840 | INFO    | scraper.cli          | Domain threshold: 65
2025-08-22 08:49:33,842 | INFO    | scraper.cli          | Max pages: 30
2025-08-22 08:49:33,842 | INFO    | scraper.cli          | Process PDFs: False
2025-08-22 08:49:33,843 | INFO    | scraper.cli          | Save domain only: False
2025-08-22 08:49:34,096 | INFO    | scraper.cli          | Loaded 9 companies from test_input.xlsx
2025-08-22 08:49:34,097 | INFO    | scraper.orchestrator | ▶ Processing company: walter schmidt chemie gmbh
2025-08-22 08:49:34,097 | INFO    | scraper.orchestrator | ▶ Processing company: henan xinlianxin fertilizer co.
2025-08-22 08:49:34,100 | INFO    | scraper.orchestrator | ▶ Processing company: mitsui toatsu chemicals;  inc.
2025-08-22 08:49:34,101 | INFO    | scraper.orchestrator | ▶ Processing company: bluetec haman co.; ltd.
2025-08-22 08:49:34,101 | INFO    | scraper.orchestrator | ▶ Processing company: daf trucks n.v.
2025-08-22 08:49:34,103 | INFO    | scraper.orchestrator | ▶ Processing company: petrol rete s.r.l.
2025-08-22 08:49:34,104 | INFO    | scraper.orchestrator | ▶ Processing company: euro dam jas doo
2025-08-22 08:49:34,104 | INFO    | scraper.orchestrator | ▶ Processing company: Synsol
2025-08-22 08:49:34,105 | INFO    | scraper.orchestrator | ▶ Processing company: speedy fuels
2025-08-22 08:49:34,911 | INFO    | scraper.orchestrator | ✓ Found domain: walter-schmidt-chemie.de (score: 89)
2025-08-22 08:49:35,275 | ERROR   | scraper.google_search | Unexpected error in Google search: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:49:35,276 | ERROR   | scraper.google_search | Unexpected error in Google search: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:49:35,277 | ERROR   | scraper.google_search | Unexpected error in Google search: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:49:35,277 | ERROR   | scraper.google_search | Search failed with fallback: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:49:35,278 | ERROR   | scraper.google_search | Search failed with fallback: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:49:35,278 | ERROR   | scraper.google_search | Search failed with fallback: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:49:35,278 | WARNING | scraper.orchestrator | No Google search results for: speedy fuels
2025-08-22 08:49:35,279 | WARNING | scraper.orchestrator | No Google search results for: petrol rete s.r.l.
2025-08-22 08:49:35,279 | WARNING | scraper.orchestrator | No Google search results for: Synsol
2025-08-22 08:50:17,599 | INFO    | scraper.http         | HTTP GET https://walter-schmidt-chemie.de → 200
2025-08-22 08:50:17,617 | INFO    | scraper.email_extractor |   0 emails on https://www.walter-schmidt-chemie.de/ (def from text)
2025-08-22 08:50:17,628 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://www.walter-schmidt-chemie.de/
2025-08-22 08:50:22,538 | INFO    | scraper.email_extractor |   0 emails on https://www.walter-schmidt-chemie.de/ (def from text)
2025-08-22 08:50:25,748 | INFO    | scraper.http         | HTTP HEAD https://www.walter-schmidt-chemie.de/sitemap.xml → 200
2025-08-22 08:50:29,252 | INFO    | scraper.http         | HTTP GET https://www.walter-schmidt-chemie.de/sitemap.xml → 200
2025-08-22 08:50:29,252 | INFO    | scraper.sitemap      | Found sitemap via standard filenames: https://www.walter-schmidt-chemie.de/sitemap.xml (6.69s)
2025-08-22 08:50:29,252 | WARNING | scraper.sitemap      | Error parsing https://www.walter-schmidt-chemie.de/sitemap.xml – XML parse failed: Couldn't find a tree builder with the features you requested: xml. Do you need to install a parser library?
2025-08-22 08:50:29,253 | INFO    | scraper.orchestrator | Used sitemap for walter-schmidt-chemie.de
2025-08-22 08:50:29,253 | INFO    | scraper.orchestrator | No emails found in sitemap, attempting fallback crawl: walter-schmidt-chemie.de
2025-08-22 08:50:29,253 | INFO    | scraper.crawler      | Starting crawl of walter-schmidt-chemie.de (limit: 30 pages, timeout: 60 seconds, workers: 4)
2025-08-22 08:50:29,428 | INFO    | scraper.http         | HTTP GET https://www.walter-schmidt-chemie.de/ → 200
2025-08-22 08:50:29,447 | INFO    | scraper.email_extractor |   0 emails on https://www.walter-schmidt-chemie.de/ (def from text)
2025-08-22 08:50:29,731 | INFO    | scraper.http         | HTTP GET https://www.walter-schmidt-chemie.de/en/ → 200
2025-08-22 08:50:29,744 | INFO    | scraper.email_extractor |   0 emails on https://www.walter-schmidt-chemie.de/en/ (def from text)
2025-08-22 08:50:29,756 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://www.walter-schmidt-chemie.de/en/
2025-08-22 08:50:31,684 | INFO    | scraper.email_extractor |   0 emails on https://www.walter-schmidt-chemie.de/en/ (def from text)
2025-08-22 08:50:32,163 | INFO    | scraper.http         | HTTP GET https://www.walter-schmidt-chemie.de/index.html → 200
2025-08-22 08:50:32,177 | INFO    | scraper.email_extractor |   0 emails on https://www.walter-schmidt-chemie.de/ (def from text)
2025-08-22 08:50:33,220 | INFO    | scraper.http         | HTTP GET https://www.walter-schmidt-chemie.de/unternehmen/ → 200
2025-08-22 08:50:33,230 | INFO    | scraper.email_extractor |   0 emails on https://www.walter-schmidt-chemie.de/unternehmen/unternehmensvorstellung.html (def from text)
2025-08-22 08:50:33,245 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://www.walter-schmidt-chemie.de/unternehmen/unternehmensvorstellung.html
2025-08-22 08:50:35,170 | INFO    | scraper.email_extractor |   0 emails on https://www.walter-schmidt-chemie.de/unternehmen/unternehmensvorstellung.html (def from text)
2025-08-22 08:50:35,315 | WARNING | scraper.google_search | Google search timed out on 'euro dam jas doo' (attempt 1/5), retrying in 1s
2025-08-22 08:50:35,315 | WARNING | scraper.google_search | Google search timed out on 'mitsui toatsu chemicals;  inc.' (attempt 1/5), retrying in 1s
2025-08-22 08:50:35,331 | WARNING | scraper.google_search | Google search timed out on 'henan xinlianxin fertilizer co.' (attempt 1/5), retrying in 1s
2025-08-22 08:50:35,331 | WARNING | scraper.google_search | Google search timed out on 'daf trucks n.v.' (attempt 1/5), retrying in 1s
2025-08-22 08:50:35,332 | WARNING | scraper.google_search | Google search timed out on 'bluetec haman co.; ltd.' (attempt 1/5), retrying in 1s
2025-08-22 08:50:35,440 | INFO    | scraper.http         | HTTP GET https://www.walter-schmidt-chemie.de/unternehmen/unternehmensvorstellung.html → 200
2025-08-22 08:50:35,453 | INFO    | scraper.email_extractor |   0 emails on https://www.walter-schmidt-chemie.de/unternehmen/unternehmensvorstellung.html (def from text)
2025-08-22 08:50:35,792 | INFO    | scraper.http         | HTTP GET https://www.walter-schmidt-chemie.de/unternehmen/standorte.html → 200
2025-08-22 08:50:35,802 | INFO    | scraper.email_extractor |   0 emails on https://www.walter-schmidt-chemie.de/unternehmen/standorte.html (def from text)
2025-08-22 08:50:35,810 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://www.walter-schmidt-chemie.de/unternehmen/standorte.html
2025-08-22 08:50:37,143 | ERROR   | scraper.google_search | Unexpected error in Google search: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:50:37,143 | ERROR   | scraper.google_search | Unexpected error in Google search: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:50:37,143 | ERROR   | scraper.google_search | Unexpected error in Google search: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:50:37,143 | ERROR   | scraper.google_search | Unexpected error in Google search: [PROV: CIPHER_OPERATION_FAILED] cipher operation failed (_ssl.c:2648)
2025-08-22 08:50:37,144 | ERROR   | scraper.google_search | Search failed with fallback: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:50:37,144 | ERROR   | scraper.google_search | Unexpected error in Google search: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:50:37,144 | ERROR   | scraper.google_search | Search failed with fallback: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:50:37,144 | ERROR   | scraper.google_search | Search failed with fallback: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
2025-08-22 08:50:37,145 | ERROR   | scraper.google_search | Search failed with fallback: [PROV: CIPHER_OPERATION_FAILED] cipher operation failed (_ssl.c:2648)
2025-08-22 08:50:37,145 | WARNING | scraper.orchestrator | No Google search results for: mitsui toatsu chemicals;  inc.
2025-08-22 08:50:37,145 | ERROR   | scraper.google_search | Search failed with fallback: [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:2648)
