2025-08-22 14:22:54,922 | INFO    | scraper.cli          | Email scraper starting
2025-08-22 14:22:54,923 | INFO    | scraper.cli          | Input file: test_input.xlsx
2025-08-22 14:22:54,924 | INFO    | scraper.cli          | Output file: results.xlsx
2025-08-22 14:22:54,924 | INFO    | scraper.cli          | Workers: 16
2025-08-22 14:22:54,924 | INFO    | scraper.cli          | Domain threshold: 65
2025-08-22 14:22:54,924 | INFO    | scraper.cli          | Max pages: 30
2025-08-22 14:22:54,925 | INFO    | scraper.cli          | Process PDFs: False
2025-08-22 14:22:54,925 | INFO    | scraper.cli          | Save domain only: False
2025-08-22 14:22:55,129 | INFO    | scraper.cli          | Loaded 8 companies from test_input.xlsx
2025-08-22 14:22:55,129 | INFO    | scraper.orchestrator | Phase 1: Collecting domains for 8 companies
2025-08-22 14:23:01,005 | INFO    | scraper.orchestrator | Phase 2: Batch probing 8 unique domains
2025-08-22 14:23:01,005 | INFO    | scraper.orchestrator | Batch probing 8 domains for access patterns
2025-08-22 14:23:01,005 | INFO    | scraper.http         | Probing domain access methods for: walter-schmidt-chemie.de
2025-08-22 14:23:01,006 | INFO    | scraper.http         | Probing domain access methods for: worldfertilizer.com
2025-08-22 14:23:01,006 | INFO    | scraper.http         | Probing domain access methods for: us.mitsuichemicals.com
2025-08-22 14:23:01,007 | INFO    | scraper.http         | Probing domain access methods for: daf.com
2025-08-22 14:23:01,347 | INFO    | scraper.http         | ✓ Found working access method for us.mitsuichemicals.com: https
2025-08-22 14:23:01,348 | INFO    | scraper.http         | Probing domain access methods for: bpetrol.it
2025-08-22 14:23:01,454 | INFO    | scraper.http         | ✓ Found working access method for daf.com: https
2025-08-22 14:23:01,454 | INFO    | scraper.http         | Probing domain access methods for: eurodamjas.com
2025-08-22 14:23:01,771 | INFO    | scraper.http         | ✓ Found working access method for bpetrol.it: https
2025-08-22 14:23:01,771 | INFO    | scraper.http         | Probing domain access methods for: synsol.ch
2025-08-22 14:23:02,088 | INFO    | scraper.http         | ✓ Found working access method for eurodamjas.com: https
2025-08-22 14:23:02,088 | INFO    | scraper.http         | Probing domain access methods for: speedyfuels.co.uk
2025-08-22 14:23:02,097 | INFO    | scraper.http         | ✓ Found working access method for synsol.ch: https
2025-08-22 14:23:02,220 | INFO    | scraper.http         | ✓ Found working access method for worldfertilizer.com: https_www
2025-08-22 14:23:02,443 | INFO    | scraper.http         | ✓ Found working access method for speedyfuels.co.uk: https
2025-08-22 14:23:11,671 | INFO    | scraper.http         | ✓ Found working access method for walter-schmidt-chemie.de: https
2025-08-22 14:23:11,673 | INFO    | scraper.orchestrator | Phase 3: Processing 8 companies with valid domains
2025-08-22 14:23:11,674 | INFO    | scraper.orchestrator | ✓ Processing domain: walter-schmidt-chemie.de (score: 89) for company: walter schmidt chemie gmbh
2025-08-22 14:23:11,674 | INFO    | scraper.orchestrator | ✓ Processing domain: worldfertilizer.com (score: 80) for company: henan xinlianxin fertilizer 
2025-08-22 14:23:11,678 | INFO    | scraper.orchestrator | ✓ Processing domain: us.mitsuichemicals.com (score: 88) for company: mitsui toatsu chemicals 
2025-08-22 14:23:11,680 | INFO    | scraper.orchestrator | ✓ Processing domain: daf.com (score: 100) for company: daf trucks
2025-08-22 14:23:11,681 | INFO    | scraper.orchestrator | ✓ Processing domain: bpetrol.it (score: 92) for company: petrol rete 
2025-08-22 14:23:11,683 | INFO    | scraper.orchestrator | ✓ Processing domain: eurodamjas.com (score: 100) for company: euro dam jas doo
2025-08-22 14:23:11,688 | INFO    | scraper.orchestrator | ✓ Processing domain: synsol.ch (score: 100) for company: Synsol
2025-08-22 14:23:11,689 | INFO    | scraper.orchestrator | ✓ Processing domain: speedyfuels.co.uk (score: 100) for company: speedy fuels
2025-08-22 14:23:11,873 | INFO    | scraper.http         | HTTP GET https://synsol.ch → 200
2025-08-22 14:23:11,910 | INFO    | scraper.email_extractor |   1 emails on https://synsol.ch/ (def from text)
2025-08-22 14:23:11,911 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 emails in https://synsol.ch/
2025-08-22 14:23:12,008 | INFO    | scraper.http         | HTTP GET https://speedyfuels.co.uk → 200
2025-08-22 14:23:12,063 | INFO    | scraper.email_extractor |   0 emails on https://www.speedyfuels.co.uk/ (def from text)
2025-08-22 14:23:12,068 | INFO    | scraper.http         | HTTP GET https://us.mitsuichemicals.com → 200
2025-08-22 14:23:12,103 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://www.speedyfuels.co.uk/
2025-08-22 14:23:12,132 | INFO    | scraper.email_extractor |   0 emails on https://us.mitsuichemicals.com/ (def from text)
2025-08-22 14:23:12,157 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://us.mitsuichemicals.com/
2025-08-22 14:23:12,158 | INFO    | scraper.http         | HTTP GET https://bpetrol.it → 200
2025-08-22 14:23:12,222 | INFO    | scraper.email_extractor |   2 emails on https://www.bpetrol.it/ (def from text)
2025-08-22 14:23:12,223 | INFO    | scraper.hybrid_email_extractor | Static pass found 2 emails in https://www.bpetrol.it/
2025-08-22 14:23:12,224 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com → 200
2025-08-22 14:23:12,295 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 emails in https://eurodamjas.com/
2025-08-22 14:23:12,358 | INFO    | scraper.http         | HTTP HEAD https://synsol.ch/sitemap.xml → 200
2025-08-22 14:23:12,389 | INFO    | scraper.http         | HTTP GET https://synsol.ch/sitemap.xml → 200
2025-08-22 14:23:12,390 | INFO    | scraper.sitemap      | Found sitemap via standard filenames: https://synsol.ch/sitemap.xml (0.48s)
2025-08-22 14:23:12,426 | INFO    | scraper.http         | HTTP GET https://synsol.ch/wp-sitemap-posts-page-1.xml → 200
2025-08-22 14:23:12,459 | INFO    | scraper.http         | HTTP GET https://synsol.ch/wp-sitemap-users-1.xml → 200
2025-08-22 14:23:12,474 | INFO    | scraper.http         | HTTP GET https://daf.com → 200
2025-08-22 14:23:12,516 | INFO    | scraper.email_extractor |   0 emails on https://www.daf.com/en/sites-landing (def from text)
2025-08-22 14:23:12,517 | INFO    | scraper.http         | HTTP GET https://www.worldfertilizer.com → 200
2025-08-22 14:23:12,554 | INFO    | scraper.email_extractor |   1 emails on https://www.worldfertilizer.com/ (def from text)
2025-08-22 14:23:12,564 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://www.daf.com/en/sites-landing
2025-08-22 14:23:12,565 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 emails in https://www.worldfertilizer.com/
2025-08-22 14:23:12,567 | INFO    | scraper.http         | HTTP GET https://synsol.ch/urea/ → 200
2025-08-22 14:23:12,592 | INFO    | scraper.email_extractor |   1 emails on https://synsol.ch/urea/ (def from text)
2025-08-22 14:23:12,593 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://synsol.ch/urea/
2025-08-22 14:23:12,616 | INFO    | scraper.http         | HTTP GET https://synsol.ch/privacy-policy-of-synsol-ag/ → 200
2025-08-22 14:23:12,635 | INFO    | scraper.email_extractor |   0 emails on https://synsol.ch/privacy-policy-of-synsol-ag/ (def from text)
2025-08-22 14:23:12,636 | INFO    | scraper.http         | HTTP HEAD https://eurodamjas.com/sitemap.xml → 200
2025-08-22 14:23:12,650 | INFO    | scraper.hybrid_email_extractor | Static pass found 0 on https://synsol.ch/privacy-policy-of-synsol-ag/
2025-08-22 14:23:12,651 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://synsol.ch/privacy-policy-of-synsol-ag/
2025-08-22 14:23:12,668 | INFO    | scraper.http         | HTTP HEAD https://www.worldfertilizer.com/sitemap.xml → 200
2025-08-22 14:23:12,746 | INFO    | scraper.http         | HTTP GET https://www.worldfertilizer.com/sitemap.xml → 200
2025-08-22 14:23:12,746 | INFO    | scraper.sitemap      | Found sitemap via standard filenames: https://www.worldfertilizer.com/sitemap.xml (0.18s)
2025-08-22 14:23:12,997 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/sitemap.xml → 200
2025-08-22 14:23:12,997 | INFO    | scraper.sitemap      | Found sitemap via standard filenames: https://eurodamjas.com/sitemap.xml (0.70s)
2025-08-22 14:23:13,161 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/wp-sitemap-posts-post-1.xml → 200
2025-08-22 14:23:13,203 | INFO    | scraper.http         | HTTP GET https://www.worldfertilizer.com/phosphates/10052023/kropz-plc-provides-update-on-elandsfontein-phosphate-project-sales/ → 200
2025-08-22 14:23:13,219 | INFO    | scraper.email_extractor |   1 emails on https://www.worldfertilizer.com/phosphates/10052023/kropz-plc-provides-update-on-elandsfontein-phosphate-project-sales/ (def from text)
2025-08-22 14:23:13,219 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://www.worldfertilizer.com/phosphates/10052023/kropz-plc-provides-update-on-elandsfontein-phosphate-project-sales/
2025-08-22 14:23:13,274 | INFO    | scraper.http         | HTTP GET https://www.worldfertilizer.com/contact/ → 200
2025-08-22 14:23:13,286 | INFO    | scraper.email_extractor |   1 emails on https://www.worldfertilizer.com/contact/ (def from text)
2025-08-22 14:23:13,286 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://www.worldfertilizer.com/contact/
2025-08-22 14:23:13,333 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/wp-sitemap-posts-cspt-portfolio-1.xml → 200
2025-08-22 14:23:13,340 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/wp-sitemap-posts-cspt-service-1.xml → 200
2025-08-22 14:23:13,351 | INFO    | scraper.http         | HTTP GET https://www.worldfertilizer.com/privacy/ → 200
2025-08-22 14:23:13,382 | INFO    | scraper.email_extractor |   2 emails on https://www.worldfertilizer.com/privacy/ (def from text)
2025-08-22 14:23:13,383 | INFO    | scraper.hybrid_email_extractor | Static pass found 2 on https://www.worldfertilizer.com/privacy/
2025-08-22 14:23:13,383 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/wp-sitemap-posts-cspt-team-member-1.xml → 200
2025-08-22 14:23:13,384 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/wp-sitemap-posts-page-1.xml → 200
2025-08-22 14:23:13,515 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/wp-sitemap-taxonomies-category-1.xml → 200
2025-08-22 14:23:13,527 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/wp-sitemap-posts-cspt-testimonial-1.xml → 200
2025-08-22 14:23:13,565 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/wp-sitemap-taxonomies-cspt-portfolio-category-1.xml → 200
2025-08-22 14:23:13,619 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/wp-sitemap-users-1.xml → 200
2025-08-22 14:23:13,644 | INFO    | scraper.http         | HTTP GET https://www.worldfertilizer.com/potash/25082022/verde-announces-strategic-sales-partnership-with-lavoro/ → 200
2025-08-22 14:23:13,662 | INFO    | scraper.email_extractor |   1 emails on https://www.worldfertilizer.com/potash/25082022/verde-announces-strategic-sales-partnership-with-lavoro/ (def from text)
2025-08-22 14:23:13,663 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://www.worldfertilizer.com/potash/25082022/verde-announces-strategic-sales-partnership-with-lavoro/
2025-08-22 14:23:13,823 | INFO    | scraper.http         | HTTP HEAD https://bpetrol.it/sitemap.xml → 200
2025-08-22 14:23:13,916 | INFO    | scraper.http         | HTTP GET https://www.worldfertilizer.com/special-reports/04072022/cru-appoints-new-regional-director-of-sales-for-mena/ → 200
2025-08-22 14:23:13,929 | INFO    | scraper.email_extractor |   1 emails on https://www.worldfertilizer.com/special-reports/04072022/cru-appoints-new-regional-director-of-sales-for-mena/ (def from text)
2025-08-22 14:23:13,930 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://www.worldfertilizer.com/special-reports/04072022/cru-appoints-new-regional-director-of-sales-for-mena/
2025-08-22 14:23:13,930 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/about-us-01/ → 200
2025-08-22 14:23:13,949 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://eurodamjas.com/about-us-01/
2025-08-22 14:23:14,236 | INFO    | scraper.http         | HTTP GET https://www.worldfertilizer.com/project-news/02032023/kimre-celebrates-engineering-and-technical-sales-personnel/ → 200
2025-08-22 14:23:14,251 | INFO    | scraper.email_extractor |   1 emails on https://www.worldfertilizer.com/project-news/02032023/kimre-celebrates-engineering-and-technical-sales-personnel/ (def from text)
2025-08-22 14:23:14,252 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://www.worldfertilizer.com/project-news/02032023/kimre-celebrates-engineering-and-technical-sales-personnel/
2025-08-22 14:23:14,254 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/about-us-02/ → 200
2025-08-22 14:23:14,273 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://eurodamjas.com/about-us-02/
2025-08-22 14:23:14,498 | INFO    | scraper.http         | HTTP GET https://www.worldfertilizer.com/sulfur/10022022/itafos-resumes-sulfuric-acid-production-and-sales-at-arraias/ → 200
2025-08-22 14:23:14,514 | INFO    | scraper.email_extractor |   1 emails on https://www.worldfertilizer.com/sulfur/10022022/itafos-resumes-sulfuric-acid-production-and-sales-at-arraias/ (def from text)
2025-08-22 14:23:14,514 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://www.worldfertilizer.com/sulfur/10022022/itafos-resumes-sulfuric-acid-production-and-sales-at-arraias/
2025-08-22 14:23:14,552 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/usluge/adblue/ → 200
2025-08-22 14:23:14,562 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://eurodamjas.com/usluge/adblue/
2025-08-22 14:23:14,655 | INFO    | scraper.http         | HTTP GET https://www.worldfertilizer.com/tag/urea-news/ → 200
2025-08-22 14:23:14,674 | INFO    | scraper.email_extractor |   1 emails on https://www.worldfertilizer.com/tag/urea-news/ (def from text)
2025-08-22 14:23:14,674 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://www.worldfertilizer.com/tag/urea-news/
2025-08-22 14:23:14,675 | INFO    | scraper.orchestrator | Used sitemap for worldfertilizer.com
2025-08-22 14:23:14,675 | INFO    | scraper.orchestrator | Skipping crawl for worldfertilizer.com: 2 emails already found
2025-08-22 14:23:14,675 | INFO    | scraper.orchestrator | ✓ Found 2 emails for henan xinlianxin fertilizer 
2025-08-22 14:23:14,684 | INFO    | scraper.http         | HTTP GET https://bpetrol.it/sitemap.xml → 200
2025-08-22 14:23:14,685 | INFO    | scraper.sitemap      | Found sitemap via standard filenames: https://bpetrol.it/sitemap.xml (2.46s)
2025-08-22 14:23:14,821 | INFO    | scraper.http         | HTTP GET https://eurodamjas.com/kontakt/ → 200
2025-08-22 14:23:14,840 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 on https://eurodamjas.com/kontakt/
2025-08-22 14:23:14,841 | INFO    | scraper.orchestrator | Used sitemap for eurodamjas.com
2025-08-22 14:23:14,841 | INFO    | scraper.orchestrator | Skipping crawl for eurodamjas.com: 1 emails already found
2025-08-22 14:23:14,842 | INFO    | scraper.orchestrator | ✓ Found 1 emails for euro dam jas doo
2025-08-22 14:23:14,908 | INFO    | scraper.http         | HTTP GET https://bpetrol.it/post-sitemap.xml → 200
2025-08-22 14:23:15,006 | INFO    | scraper.email_extractor |   0 emails on https://us.mitsuichemicals.com/ (def from text)
2025-08-22 14:23:15,317 | INFO    | scraper.http         | HTTP HEAD https://us.mitsuichemicals.com/sitemap.xml → 200
2025-08-22 14:23:15,429 | INFO    | scraper.http         | HTTP GET https://bpetrol.it/page-sitemap.xml → 200
2025-08-22 14:23:15,477 | INFO    | scraper.http         | HTTP GET https://bpetrol.it/category-sitemap.xml → 200
2025-08-22 14:23:15,569 | INFO    | scraper.http         | HTTP GET https://us.mitsuichemicals.com/sitemap.xml → 200
2025-08-22 14:23:15,569 | INFO    | scraper.sitemap      | Found sitemap via standard filenames: https://us.mitsuichemicals.com/sitemap.xml (0.50s)
2025-08-22 14:23:15,820 | INFO    | scraper.http         | HTTP GET https://bpetrol.it/3d-flip-book-sitemap.xml → 200
2025-08-22 14:23:15,830 | INFO    | scraper.http         | HTTP GET https://us.mitsuichemicals.com/siteinfo/privacy/index.htm → 200
2025-08-22 14:23:15,884 | INFO    | scraper.email_extractor |   0 emails on https://us.mitsuichemicals.com/siteinfo/privacy/index.htm (def from text)
2025-08-22 14:23:15,902 | INFO    | scraper.http         | HTTP GET https://bpetrol.it/post_tag-sitemap.xml → 200
2025-08-22 14:23:15,930 | INFO    | scraper.hybrid_email_extractor | Static pass found 0 on https://us.mitsuichemicals.com/siteinfo/privacy/index.htm
2025-08-22 14:23:15,930 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://us.mitsuichemicals.com/siteinfo/privacy/index.htm
2025-08-22 14:23:16,045 | INFO    | scraper.http         | HTTP GET https://bpetrol.it/privacy-policy/ → 200
2025-08-22 14:23:16,071 | INFO    | scraper.email_extractor |   3 emails on https://www.bpetrol.it/privacy-policy/ (def from text)
2025-08-22 14:23:16,072 | INFO    | scraper.hybrid_email_extractor | Static pass found 3 on https://www.bpetrol.it/privacy-policy/
2025-08-22 14:23:16,072 | INFO    | scraper.orchestrator | Used sitemap for bpetrol.it
2025-08-22 14:23:16,072 | INFO    | scraper.orchestrator | Skipping crawl for bpetrol.it: 3 emails already found
2025-08-22 14:23:16,072 | INFO    | scraper.orchestrator | ✓ Found 3 emails for petrol rete 
2025-08-22 14:23:16,503 | INFO    | scraper.email_extractor |   0 emails on https://www.speedyfuels.co.uk/ (def from text)
2025-08-22 14:23:16,964 | INFO    | scraper.http         | HTTP HEAD https://speedyfuels.co.uk/sitemap.xml → 200
2025-08-22 14:23:17,376 | INFO    | scraper.http         | HTTP GET https://speedyfuels.co.uk/sitemap.xml → 200
