2025-08-22 20:44:13,468 | INFO    | scraper.cli          | Email scraper starting
2025-08-22 20:44:13,468 | INFO    | scraper.cli          | Input file: test_input.xlsx
2025-08-22 20:44:13,468 | INFO    | scraper.cli          | Output file: results.xlsx
2025-08-22 20:44:13,469 | INFO    | scraper.cli          | Workers: 16
2025-08-22 20:44:13,469 | INFO    | scraper.cli          | Domain threshold: 50
2025-08-22 20:44:13,469 | INFO    | scraper.cli          | Max pages: 50
2025-08-22 20:44:13,469 | INFO    | scraper.cli          | Process PDFs: False
2025-08-22 20:44:13,469 | INFO    | scraper.cli          | Save domain only: False
2025-08-22 20:44:13,482 | INFO    | scraper.config       | Updated max workers to 16
2025-08-22 20:44:13,666 | INFO    | scraper.cli          | Loaded 8 companies from test_input.xlsx
2025-08-22 20:44:13,666 | INFO    | scraper.orchestrator | Reset orchestrator stats and cleared domain tracking cache
2025-08-22 20:44:13,670 | INFO    | scraper.orchestrator | Phase 1: Collecting domains for 8 companies
2025-08-22 20:44:15,685 | INFO    | scraper.google_search | Processing batch of 1 unique Google search queries
2025-08-22 20:44:18,051 | INFO    | scraper.google_search | Processing batch of 1 unique Google search queries
2025-08-22 20:44:20,275 | INFO    | scraper.google_search | Processing batch of 1 unique Google search queries
2025-08-22 20:44:22,540 | INFO    | scraper.google_search | Processing batch of 1 unique Google search queries
2025-08-22 20:44:24,840 | INFO    | scraper.google_search | Processing batch of 1 unique Google search queries
2025-08-22 20:44:27,132 | INFO    | scraper.google_search | Processing batch of 1 unique Google search queries
2025-08-22 20:44:29,750 | INFO    | scraper.google_search | Processing batch of 1 unique Google search queries
2025-08-22 20:44:31,994 | INFO    | scraper.google_search | Processing batch of 1 unique Google search queries
2025-08-22 20:44:32,197 | INFO    | scraper.orchestrator | Phase 2: Batch probing 8 unique domains
2025-08-22 20:44:32,197 | INFO    | scraper.orchestrator | Batch probing 8 domains for access patterns
2025-08-22 20:44:32,197 | INFO    | scraper.thread_pool_manager | Created optimized thread pool with 16 workers
2025-08-22 20:44:32,197 | INFO    | scraper.thread_pool_manager | Created global thread pool manager with 16 workers
2025-08-22 20:44:32,198 | INFO    | scraper.http_client  | Probing domain access methods for: walter-schmidt-chemie.de
2025-08-22 20:44:32,198 | INFO    | scraper.http_client  | Probing domain access methods for: worldfertilizer.com
2025-08-22 20:44:32,199 | INFO    | scraper.http_client  | Probing domain access methods for: us.mitsuichemicals.com
2025-08-22 20:44:32,200 | INFO    | scraper.http_client  | Probing domain access methods for: daf.com
2025-08-22 20:44:32,202 | INFO    | scraper.http_client  | Probing domain access methods for: bpetrol.it
2025-08-22 20:44:32,203 | INFO    | scraper.http_client  | Probing domain access methods for: eurodamjas.com
2025-08-22 20:44:32,204 | INFO    | scraper.http_client  | Probing domain access methods for: synsol.ch
2025-08-22 20:44:32,206 | INFO    | scraper.http_client  | Probing domain access methods for: speedyfuels.co.uk
2025-08-22 20:44:32,646 | INFO    | scraper.http_client  | ✓ Found working access method for eurodamjas.com: https
2025-08-22 20:44:32,666 | INFO    | scraper.http_client  | ✓ Found working access method for speedyfuels.co.uk: https
2025-08-22 20:44:32,708 | INFO    | scraper.http_client  | ✓ Found working access method for us.mitsuichemicals.com: https
2025-08-22 20:44:32,804 | INFO    | scraper.http_client  | ✓ Found working access method for bpetrol.it: https
2025-08-22 20:44:32,808 | INFO    | scraper.http_client  | ✓ Found working access method for daf.com: https
2025-08-22 20:44:33,064 | INFO    | scraper.http_client  | ✓ Found working access method for synsol.ch: https
2025-08-22 20:44:33,529 | INFO    | scraper.http_client  | ✓ Found working access method for worldfertilizer.com: https_www
2025-08-22 20:44:42,740 | INFO    | scraper.http_client  | ✓ Found working access method for walter-schmidt-chemie.de: https
2025-08-22 20:44:42,741 | INFO    | scraper.orchestrator | Successfully probed 8/8 domains
2025-08-22 20:44:42,741 | INFO    | scraper.orchestrator | Phase 3: Processing 8 companies with valid domains
2025-08-22 20:44:42,741 | INFO    | scraper.orchestrator | Processing 8 companies with 8 concurrent workers
2025-08-22 20:44:42,741 | INFO    | scraper.orchestrator | ✓ Processing domain: walter-schmidt-chemie.de (score: 89) for company: walter schmidt chemie gmbh
2025-08-22 20:44:42,741 | INFO    | scraper.orchestrator | ✓ Processing domain: worldfertilizer.com (score: 80) for company: henan xinlianxin fertilizer 
2025-08-22 20:44:42,741 | INFO    | scraper.orchestrator | ✓ Processing domain: us.mitsuichemicals.com (score: 88) for company: mitsui toatsu chemicals 
2025-08-22 20:44:42,742 | INFO    | scraper.orchestrator | ✓ Processing domain: daf.com (score: 100) for company: daf trucks
2025-08-22 20:44:42,742 | INFO    | scraper.orchestrator | ✓ Processing domain: bpetrol.it (score: 92) for company: petrol rete 
2025-08-22 20:44:42,742 | INFO    | scraper.orchestrator | ✓ Processing domain: eurodamjas.com (score: 100) for company: euro dam jas doo
2025-08-22 20:44:42,742 | INFO    | scraper.orchestrator | ✓ Processing domain: synsol.ch (score: 100) for company: Synsol
2025-08-22 20:44:42,742 | INFO    | scraper.orchestrator | ✓ Processing domain: speedyfuels.co.uk (score: 100) for company: speedy fuels
2025-08-22 20:44:43,356 | INFO    | scraper.email_extractor |   1 emails on https://synsol.ch/ (def from text)
2025-08-22 20:44:43,356 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 emails in https://synsol.ch/
2025-08-22 20:44:43,383 | INFO    | scraper.sitemap      | Found sitemap via standard filenames: https://synsol.ch/sitemap.xml (0.03s)
2025-08-22 20:44:43,617 | INFO    | scraper.email_extractor |   0 emails on https://us.mitsuichemicals.com/ (def from text)
2025-08-22 20:44:43,660 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://us.mitsuichemicals.com/
2025-08-22 20:44:43,904 | INFO    | scraper.email_extractor |   0 emails on https://synsol.ch/privacy-policy-of-synsol-ag/ (def from text)
2025-08-22 20:44:43,914 | INFO    | scraper.hybrid_email_extractor | Static pass found 0 on https://synsol.ch/privacy-policy-of-synsol-ag/
2025-08-22 20:44:43,915 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://synsol.ch/privacy-policy-of-synsol-ag/
2025-08-22 20:44:43,934 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 emails in https://eurodamjas.com/
2025-08-22 20:44:43,938 | INFO    | scraper.http_client  | HTTP GET https://speedyfuels.co.uk → 200
2025-08-22 20:44:43,995 | INFO    | scraper.email_extractor |   0 emails on https://www.speedyfuels.co.uk/ (def from text)
2025-08-22 20:44:44,036 | INFO    | scraper.hybrid_email_extractor | JS fallback for https://www.speedyfuels.co.uk/
2025-08-22 20:44:44,101 | INFO    | scraper.email_extractor |   1 emails on https://www.worldfertilizer.com/ (def from text)
2025-08-22 20:44:44,101 | INFO    | scraper.hybrid_email_extractor | Static pass found 1 emails in https://www.worldfertilizer.com/
